year,cname,cowcode,ccodewb,creation,reform,direction,increase,decrease,regional,lvau_garriga,lvaw_garriga,cuk_ceo,cuk_obj,cuk_pol,cuk_limlen,lvaw_garriga_diff
2016,Norway,385,578,0,0,0,0,0,0,0.376,0.453,0.688,0.000,0.268,0.550,1
2017,Norway,385,578,0,0,0,0,0,0,0.376,0.453,0.688,0.000,0.268,0.550,1
2018,Norway,385,578,0,0,0,0,0,0,0.376,0.453,0.688,0.000,0.268,0.550,1
2019,Norway,385,578,0,1,1,1,0,0,0.419,0.476,0.645,0.400,0.083,0.550,1
2020,Norway,385,578,0,0,0,0,0,0,0.419,0.476,0.645,0.400,0.083,0.550,1
2021,Norway,385,578,0,0,0,0,0,0,0.419,0.476,0.645,0.400,0.083,0.550,1
2022,Norway,385,578,0,0,0,0,0,0,0.419,0.476,0.645,0.400,0.083,0.550,1
2023,Norway,385,578,0,0,0,0,0,0,0.419,0.476,0.645,0.400,0.083,0.550,1
1970,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1971,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1972,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1973,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1974,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1975,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1976,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1977,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1978,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1979,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1980,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1981,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1982,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1983,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1984,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1985,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1986,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1987,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1988,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1989,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1990,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1991,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1992,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1993,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1994,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1995,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1996,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1997,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,0
1998,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
1999,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2000,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2001,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2002,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2003,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2004,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2005,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2006,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2007,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2008,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2009,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2010,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2011,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2012,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2013,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2014,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2015,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2016,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2017,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2018,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2019,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2020,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2021,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2022,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
2023,Denmark,390,208,0,0,0,0,0,0,0.475,0.503,0.208,0.600,0.500,0.592,1
1970,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1971,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1972,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1973,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1974,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1975,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1976,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1977,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1978,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1979,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1980,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1981,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1982,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1983,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1984,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1985,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1986,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1987,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1988,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1989,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1990,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1991,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1992,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1993,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1994,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1995,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1996,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1997,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,0
1998,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,1
1999,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,1
2000,Iceland,395,352,0,0,0,0,0,0,0.389,0.344,0.770,0.400,0.183,0.205,1
2001,Iceland,395,352,0,1,1,1,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2002,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2003,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2004,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2005,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2006,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2007,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2008,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2009,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2010,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2011,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2012,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2013,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2014,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2015,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2016,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2017,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2018,Iceland,395,352,0,0,0,0,0,0,0.739,0.828,0.688,0.800,0.468,1.000,1
2019,Iceland,395,352,0,1,-1,0,1,0,0.614,0.740,0.438,0.600,0.418,1.000,1
2020,Iceland,395,352,0,0,0,0,0,0,0.614,0.740,0.438,0.600,0.418,1.000,1
2021,Iceland,395,352,0,0,0,0,0,0,0.614,0.740,0.438,0.600,0.418,1.000,1
2022,Iceland,395,352,0,0,0,0,0,0,0.614,0.740,0.438,0.600,0.418,1.000,1
2023,Iceland,395,352,0,0,0,0,0,0,0.614,0.740,0.438,0.600,0.418,1.000,1
1975,Cape Verde,402,132,1,1,1,1,0,0,,,,,,,0
1976,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1977,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1978,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1979,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1980,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1981,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1982,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1983,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1984,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1985,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1986,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1987,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1988,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1989,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1990,Cape Verde,402,132,0,1,1,1,0,0,,,,,,,0
1991,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1992,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1993,Cape Verde,402,132,0,1,1,1,0,0,,,,,,,0
1994,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1995,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1996,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1997,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1998,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
1999,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
2000,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
2001,Cape Verde,402,132,0,0,0,0,0,0,,,,,,,0
2002,Cape Verde,402,132,0,1,1,1,0,0,0.562,0.518,0.543,0.600,0.668,0.439,0
2003,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,0
2004,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,0
2005,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,0
2006,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,0
2007,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,0
2008,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,0
2009,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2010,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2011,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2012,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2013,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2014,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2015,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2016,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2017,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2018,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2019,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2020,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2021,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2022,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
2023,Cape Verde,402,132,0,0,0,0,0,0,0.562,0.518,0.543,0.600,0.668,0.439,1
1992,Sao Tome and Principe,403,678,1,1,1,1,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
1993,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
1994,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
1995,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
1996,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
1997,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
1998,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
1999,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2000,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2001,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2002,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2003,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2004,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2005,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2006,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2007,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2008,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,0
2009,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2010,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2011,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2012,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2013,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2014,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2015,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2016,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2017,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2018,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2019,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2020,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2021,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2022,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
2023,Sao Tome and Principe,403,678,0,0,0,0,0,0,0.449,0.482,0.395,0.600,0.250,0.551,1
1975,Guinea-Bissau,404,624,1,1,1,1,0,0,,,,,,,0
1976,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1977,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1978,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1979,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1980,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1981,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1982,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1983,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1984,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1985,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1986,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1987,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1988,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1989,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1990,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1991,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1992,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1993,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1994,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1995,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1996,Guinea-Bissau,404,624,0,0,0,0,0,0,,,,,,,0
1997,Guinea-Bissau,404,624,0,1,1,1,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1998,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
1999,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2000,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2001,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2002,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2003,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2004,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2005,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2006,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2007,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2008,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,0
2009,Guinea-Bissau,404,624,0,0,0,0,0,1,0.392,0.452,0.875,0.200,0.000,0.494,1
2010,Guinea-Bissau,404,624,0,1,1,1,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2011,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2012,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2013,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2014,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2015,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2016,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2017,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2018,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2019,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2020,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2021,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2022,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
2023,Guinea-Bissau,404,624,0,0,0,0,0,1,0.841,0.802,0.833,0.800,1.000,0.730,1
1985,Equatorial Guinea,411,226,1,1,1,1,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1986,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1987,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1988,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1989,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1990,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1991,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1992,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1993,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1994,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1995,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1996,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1997,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1998,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
1999,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2000,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2001,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2002,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2003,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2004,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2005,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2006,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2007,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2008,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,0
2009,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2010,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2011,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2012,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2013,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2014,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2015,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2016,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2017,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2018,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
2019,Equatorial Guinea,411,226,0,0,0,0,0,1,0.608,0.501,0.770,0.800,0.583,0.280,1
